id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
29848;Amalia;Spanish form of Amelia industrious;Female;Spanish;91000;04.07.2016 17:10:15;myData.biz
29849;Amalie;Industrious. Striving.;Female;French;10000;04.07.2016 17:10:25;myData.biz
29850;Amall;Power of an eagle;Male;German;857;04.07.2016 17:10:34;myData.biz
29851;Amalthea;myth name (nursed Zeus);Female;Greek;443;04.07.2016 17:10:42;myData.biz
29852;Amalur;Homeland;Female;Spanish;208;04.07.2016 17:10:50;myData.biz
29853;Amalure;Homeland;Female;Spanish;17;04.07.2016 17:10:58;myData.biz
29854;Aman;"Amharic of Ethiopia name meaning &quot;peace.&quot;It is often used as a nickname.";Male;African;138000;04.07.2016 17:11:04;myData.biz
29855;Amanda;Lovable;Female;Spanish;971000;04.07.2016 17:11:12;myData.biz
29856;Amanda;Worthy of being loved. Literary: poets and playwrights brought this name into popular usage in the seventeenth century.;Female;English;971000;04.07.2016 17:11:19;myData.biz
29857;Amani;"""African - Peace: Arabic - Wishes, Aspiration""";Male;"""african,arabic""";33000;04.07.2016 17:11:28;myData.biz
29858;Amani;"wishes; aspirations";Female;Arabic;33000;04.07.2016 17:11:35;myData.biz
29859;Amanishakhete;"The name of one of the Candaces, or Queen Mothers, of the Nubian kingdom of Kush (now northern Sudan).This name could be shortened to AMANI, itself a Kiswahili word meaning &quot;peace.&quot;";Female;African;2;04.07.2016 17:11:44;myData.biz
29860;Amany;Wishes;Female;Arabic;10000;04.07.2016 17:11:55;myData.biz
29861;Amaor;"Akan people of Ghana name for females born on Saturday.Also a West African name meaning &quot;happy.&quot;";Female;African;27;04.07.2016 17:12:01;myData.biz
29862;Amapola;Poppy.;Female;Arabic;2000;04.07.2016 17:12:08;myData.biz
29863;Amara;Eternal;Female;German;30000;04.07.2016 17:12:16;myData.biz
29864;Amara;Imperishable.;Female;Spanish;30000;04.07.2016 17:12:23;myData.biz
29865;Amara;"In the legends of Abyssinia (now Ethiopia) Amara is the name for paradise.Also, &quot;amara&quot; is a Kiswahili word meaning &quot;urgent business.&quot;";Female;African;30000;04.07.2016 17:12:31;myData.biz
29866;Amara;unfading;Female;Greek;30000;04.07.2016 17:12:39;myData.biz
29867;Amaranta;Flower;Female;Spanish;2000;04.07.2016 17:12:49;myData.biz
29868;Amarante;Flower;Female;French;8000;04.07.2016 17:12:57;myData.biz
29869;Amarantha, Amar;flower;Female;Greek;0;04.07.2016 17:13:03;myData.biz
29870;Amaravati;full of ambrosia;Female;Indian;955;04.07.2016 17:13:13;myData.biz
29871;Amare;"Amharic and Tigrinya of Ethiopia name meaning &quot;he is good looking.&quot;";Male;African;7000;04.07.2016 17:13:20;myData.biz
29872;Amari;A miracle from God. Special gift.;Female;American;12000;04.07.2016 17:13:29;myData.biz
29873;Amari;"Yoruba of Nigeria name meaning &quot;strength, builder.&quot;";Male;African;12000;04.07.2016 17:13:35;myData.biz
29874;Amariah;Given by God;Female;Hebrew;459;04.07.2016 17:13:45;myData.biz
29875;Amarii;Given by God.;Male;African;366;04.07.2016 17:13:53;myData.biz
29876;Amaris;Amaris meaning child of the moon is the astrological name for Cancer.;Female;Spanish;8000;04.07.2016 17:14:01;myData.biz
29877;Amaris;Given by God;Female;Hebrew;8000;04.07.2016 17:14:07;myData.biz
29878;Amarisa;Given by God;Female;Hebrew;103;04.07.2016 17:14:19;myData.biz
29879;Amarise;Given by God;Female;Hebrew;41;04.07.2016 17:14:27;myData.biz
29880;Amarissa;Amaris meaning child of the moon is the astrological name for Cancer.;Female;Spanish;151;04.07.2016 17:14:34;myData.biz
29881;Amarissa;Given by God;Female;Hebrew;151;04.07.2016 17:14:40;myData.biz
29882;Amarri;Sent by God;Male;Unknown;127;04.07.2016 17:14:50;myData.biz
29883;Amaru;;Male;Unknown;5000;04.07.2016 17:14:59;myData.biz
29884;Amaryah;God has promised. (derived from Amaris);Female;Hebrew;80;04.07.2016 17:15:06;myData.biz
29885;Amaryllis;sparkling;Female;Greek;2000;04.07.2016 17:15:13;myData.biz
29886;Amasa;Burden;Male;Hebrew;574;04.07.2016 17:15:22;myData.biz
29887;Amata;Dearly loved;Female;French;2000;04.07.2016 17:15:30;myData.biz
29888;Amata;Lovable;Female;Spanish;2000;04.07.2016 17:15:35;myData.biz
29889;Amatullah;female servant of Allah;Female;Arabic;1000;04.07.2016 17:15:46;myData.biz
29890;Amaud;Eagle ruler;Male;French;28;04.07.2016 17:15:56;myData.biz
29891;Amaud;Power of an eagle;Male;German;28;04.07.2016 17:16:00;myData.biz
29892;Amaury;Name of a count;Male;French;14000;04.07.2016 17:16:09;myData.biz
29893;Amayah;Close to God.;Female;Hebrew;273;04.07.2016 17:16:18;myData.biz
29894;Amayah;Night rain.;Female;Japanese;273;04.07.2016 17:16:23;myData.biz
29895;Amayeta;Miwok name. Meaning is unknown AMITOLA;Female;Native;9;04.07.2016 17:16:35;myData.biz
29896;Amazu;"Ibo of Nigeria name meaning &quot;no one knows everything.&quot;";Male;African;182;04.07.2016 17:16:42;myData.biz
29897;Amba;mother;Female;Indian;11000;04.07.2016 17:16:49;myData.biz
29898;Amber;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;English;360000;04.07.2016 17:16:56;myData.biz
29899;Amber;fierce;Female;Gaelic;360000;04.07.2016 17:17:03;myData.biz
29900;Amber;jewel;Female;Arabic;360000;04.07.2016 17:17:11;myData.biz
29901;Amber;Jewel. A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;Arabic;360000;04.07.2016 17:17:19;myData.biz
29902;Amber;"Muslim female name meaning &quot;amber, brownish-yellow,&quot; or &quot;jewel.&quot;";Female;African;360000;04.07.2016 17:17:27;myData.biz
29903;Amberlee;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;Arabic;1000;04.07.2016 17:17:37;myData.biz
29904;Amberlee;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;English;1000;04.07.2016 17:17:43;myData.biz
29905;Amberley;"""Sky. Alternate Spellings: Amberlie, Amberleigh.""";Female;Hindu;1000;04.07.2016 17:17:55;myData.biz
29906;Amberly;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;Arabic;4000;04.07.2016 17:18:02;myData.biz
29907;Amberly;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;English;4000;04.07.2016 17:18:07;myData.biz
29908;Amberlyn;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;Arabic;731;04.07.2016 17:18:17;myData.biz
29909;Amberlyn;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;English;731;04.07.2016 17:18:23;myData.biz
29910;Amberlynn;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;Arabic;1000;04.07.2016 17:18:52;myData.biz
29911;Amberlynn;A jewel-quality fossilized resin: as a color the name refers to a warm honey shade.;Female;English;1000;04.07.2016 17:18:57;myData.biz
29912;Amblaoibh;Relic;Male;Irish;0;04.07.2016 17:19:03;myData.biz
29913;Ambra;Jewel;Female;French;11000;04.07.2016 17:19:12;myData.biz
29914;Ambre;Jewel;Female;French;8000;04.07.2016 17:19:21;myData.biz
29915;Ambreen;Sky;Female;Muslim;3000;04.07.2016 17:19:29;myData.biz
29916;Ambros;Divine;Male;Irish;3000;04.07.2016 17:19:36;myData.biz
29917;Ambrose;immortal;Male;Greek;45000;04.07.2016 17:19:44;myData.biz
29918;Ambrosi;Italian form of Ambrose (immortal);Male;Italian;4000;04.07.2016 17:19:53;myData.biz
29919;Ambrosia;food of the gods;Female;Indian;5000;04.07.2016 17:20:01;myData.biz
29920;Ambrosia;myth name (food of the gods);Female;Greek;5000;04.07.2016 17:20:07;myData.biz
29921;Ambrosine;immortal;Female;Greek;160;04.07.2016 17:20:20;myData.biz
29922;Ambrosio;Divine;Male;Spanish;21000;04.07.2016 17:20:24;myData.biz
29923;Ambrosius;divine;Male;Dutch;1000;04.07.2016 17:20:33;myData.biz
29924;Ambrus;Hungarian form of Ambrose (immortal);Male;Hungarian;2000;04.07.2016 17:20:41;myData.biz
29925;Ambry;Unknown;Female;Unknown;709;04.07.2016 17:20:51;myData.biz
29926;Amd;Power of an eagle;Male;German;45000;04.07.2016 17:20:56;myData.biz
29927;Amdt;Power of an eagle;Male;German;110;04.07.2016 17:21:06;myData.biz
29928;Ame;Eagle;Male;German;35000;04.07.2016 17:21:13;myData.biz
29929;Amedee;Loves God;Female;French;1000;04.07.2016 17:21:24;myData.biz
29930;Ameena;Trustworthy.;Female;Arabic;4000;04.07.2016 17:21:29;myData.biz
29931;Ameena;"trustworthy; faithful";Female;Arabic;4000;04.07.2016 17:21:36;myData.biz
29932;Ameenah;Trustworthy.;Female;Arabic;1000;04.07.2016 17:21:45;myData.biz
29933;Ameera;"commanding; princess; leader";Female;Arabic;8000;04.07.2016 17:21:53;myData.biz
29934;Ameerah;Princess;Female;Arabic;3000;04.07.2016 17:22:02;myData.biz
29935;Amelia;defender ANSELMA;Female;Teutonic;167000;04.07.2016 17:22:08;myData.biz
29936;Amelia;industrious;Female;Romanian;167000;04.07.2016 17:22:15;myData.biz
29937;Amelia;Industrious. Striving.;Female;English;167000;04.07.2016 17:22:23;myData.biz
29938;Amelie;Hard working. Industrious. Striving.;Female;French;30000;04.07.2016 17:22:32;myData.biz
29939;Amelie;hard-working;Female;French;30000;04.07.2016 17:22:40;myData.biz
29940;Amell;Power of an eagle;Male;German;4000;04.07.2016 17:22:49;myData.biz
29941;Amen;myth name (god of a united Egypt);Male;Egyptian;16000;04.07.2016 17:22:56;myData.biz
29942;Amenhotep;name of a pharaoh;Male;Egyptian;160;04.07.2016 17:23:06;myData.biz
29943;Amenophis;name of a pharaoh;Male;Egyptian;88;04.07.2016 17:23:14;myData.biz
29944;Amen-Ra;myth name (personification of the power of the universe);Male;Egyptian;219;04.07.2016 17:23:21;myData.biz
29945;Ameretat;immortal;Male;Indian;28;04.07.2016 17:23:30;myData.biz
29946;Americus;Royalty;Female;Latin;3000;04.07.2016 17:23:37;myData.biz
29947;Amery;Divine;Male;German;4000;04.07.2016 17:23:45;myData.biz
29948;Amery;Ridge: long hill;Male;Irish;4000;04.07.2016 17:23:51;myData.biz
29949;Ames;Friend.;Male;French;69000;04.07.2016 17:24:01;myData.biz
29950;Amet;Power of an eagle;Male;German;12000;04.07.2016 17:24:08;myData.biz
29951;Amethyst;jewel;Female;Greek;7000;04.07.2016 17:24:17;myData.biz
29952;Amett;Power of an eagle;Male;German;155;04.07.2016 17:24:27;myData.biz
29953;Ametta;Modern variant of Amold.;Female;English;80;04.07.2016 17:24:35;myData.biz
29954;Amette;Modern variant of Amold.;Female;English;100;04.07.2016 17:24:42;myData.biz
29955;Amey;Eagle;Male;German;15000;04.07.2016 17:24:50;myData.biz
29956;Amhlaoibh;Irish form of Olaf;Male;Irish;19;04.07.2016 17:24:58;myData.biz
29957;Amhold;Power of an eagle;Male;German;51;04.07.2016 17:25:07;myData.biz
29958;Amhuinn;From the alder tree river;Male;Scottish;2;04.07.2016 17:25:12;myData.biz
29959;Amhuinn;lives at the alder-tree river;Female;Gaelic;2;04.07.2016 17:25:19;myData.biz
29960;Ami;Dearly loved;Female;French;124000;04.07.2016 17:25:28;myData.biz
29961;Ami;Eagle;Male;German;124000;04.07.2016 17:25:35;myData.biz
29962;Amia;Beloved.;Female;English;4000;04.07.2016 17:25:46;myData.biz
29963;Amia;Beloved.;Female;French;4000;04.07.2016 17:25:51;myData.biz
29964;Amichai;My parents are alive;Male;Hebrew;532;04.07.2016 17:26:01;myData.biz
29965;Amid;general;Male;Arabic;8000;04.07.2016 17:26:08;myData.biz
29966;Amie;Beloved.;Female;English;42000;04.07.2016 17:26:16;myData.biz
29967;Amie;Beloved.;Female;French;42000;04.07.2016 17:26:23;myData.biz
29968;Amiel;Of the Lord's people;Male;Hebrew;6000;04.07.2016 17:26:33;myData.biz
29969;Amiera;"""Princess, leader.""";Female;Arabic;2000;04.07.2016 17:26:41;myData.biz
29970;Amikam;Rising nation;Male;Hebrew;165;04.07.2016 17:26:50;myData.biz
29971;Amil;One in a million.;Female;Unknown;20000;04.07.2016 17:26:56;myData.biz
29972;Amin;"faithful; trustworthy";Male;Arabic;174000;04.07.2016 17:27:04;myData.biz
29973;Amin;Honest;Male;Arabic;174000;04.07.2016 17:27:11;myData.biz
29974;Amin;trustworthy;Male;Arabian;174000;04.07.2016 17:27:19;myData.biz
29975;Amina;"Somali and Muslim female name meaning &quot;trustful, honest&quot; and referring to Muhammed's mother. This name is popular with the Hausa of West Africa.";Female;African;97000;04.07.2016 17:27:28;myData.biz
29976;Amina;Trustworthy.;Female;Arabic;97000;04.07.2016 17:27:35;myData.biz
29977;Aminah;Trustworthy.;Female;Arabic;8000;04.07.2016 17:27:47;myData.biz
29978;Aminah;"trustworthy; faithful";Female;Arabic;8000;04.07.2016 17:27:51;myData.biz
29979;Aminata;A popular female name among the Wolof of Senegal.;Female;African;6000;04.07.2016 17:28:00;myData.biz
29980;Amineh;faithful;Female;Arabic;258;04.07.2016 17:28:10;myData.biz
29981;Amineh;Faithful: Trustworthy.;Female;Arabic;258;04.07.2016 17:28:16;myData.biz
29982;Aminia;"A Kiswahili word meaning &quot;to believe in.&quot;";Female;African;123;04.07.2016 17:28:26;myData.biz
29983;Amir;Commanding;Female;Arabic;245000;04.07.2016 17:28:32;myData.biz
29984;Amir;prince;Male;Arabian;245000;04.07.2016 17:28:39;myData.biz
29985;Amir;prince;Male;Arabic;245000;04.07.2016 17:28:47;myData.biz
29986;Amir;Prince.;Male;Arabic;245000;04.07.2016 17:28:55;myData.biz
29987;Amir;Proclaimed;Male;Hebrew;245000;04.07.2016 17:29:03;myData.biz
29988;Amira;"&quot;grain&quot; CHASYA, CHASYE";Female;Yiddish;66000;04.07.2016 17:29:12;myData.biz
29989;Amira;feminine form of Amir (king) AZAR, AZARA;Female;Persian;66000;04.07.2016 17:29:19;myData.biz
29990;Amira;Princess;Female;Arabic;66000;04.07.2016 17:29:27;myData.biz
29991;Amira;Princess: one who speaks.;Female;Hebrew;66000;04.07.2016 17:29:35;myData.biz
29992;Amirah;"commanding; princess; leader";Female;Arabic;14000;04.07.2016 17:29:45;myData.biz
29993;Amirah;Princess: one who speaks.;Female;Arabic;14000;04.07.2016 17:29:51;myData.biz
29994;Amiram;Of lofty people;Male;Hebrew;537;04.07.2016 17:30:01;myData.biz
29995;Amiri;Prince;Male;African;24000;04.07.2016 17:30:08;myData.biz
29996;Amirykal;A special gift from God. A true blessing.;Female;American;4;04.07.2016 17:30:16;myData.biz
29997;Amisha;"""Without deceit, pure.""";Female;Indian;3000;04.07.2016 17:30:25;myData.biz
29998;Amista;"fidelity; loyalty";Female;Chamoru;343;04.07.2016 17:30:34;myData.biz
29999;Amita;Truth;Male;Hebrew;9000;04.07.2016 17:30:41;myData.biz
30000;Amitabha;myth name (one of the Dhyani-Buddhas);Male;Indian;1000;04.07.2016 17:30:49;myData.biz
30001;Amite;Friend;Female;French;1000;04.07.2016 17:30:58;myData.biz
30002;Amitee;Friend;Female;French;31;04.07.2016 17:31:06;myData.biz
30003;Amiti;Truth;Male;Hebrew;545;04.07.2016 17:31:14;myData.biz
30004;Amitola;Rainbow;Female;Native American;73;04.07.2016 17:31:24;myData.biz
30005;Amity;friend;Female;French;43000;04.07.2016 17:31:28;myData.biz
30006;Amity;Friend: Friendship.;Female;French;43000;04.07.2016 17:31:35;myData.biz
30007;Amity;Friendship.;Female;English;43000;04.07.2016 17:31:45;myData.biz
30008;Amjad;more glorious;Male;Arabic;43000;04.07.2016 17:31:53;myData.biz
30009;Amma;"Akan people of Ghana name for females born on Saturday.Also a West African name meaning &quot;happy.&quot;";Female;African;14000;04.07.2016 17:32:00;myData.biz
30010;Amma;myth name (supreme god);Male;Indian;14000;04.07.2016 17:32:07;myData.biz
30011;Ammar;Builder;Male;Arabic;66000;04.07.2016 17:32:16;myData.biz
30012;Ammi;My people;Male;Hebrew;3000;04.07.2016 17:32:25;myData.biz
30013;Ammitai;Truth;Male;Hebrew;5;04.07.2016 17:32:32;myData.biz
30014;Amnchadh;Brave;Male;Irish;0;04.07.2016 17:32:39;myData.biz
30015;Amnisty;Freedom;Female;Anglo-Saxon;26;04.07.2016 17:32:51;myData.biz
30016;Amnon;Faithful;Male;Hebrew;2000;04.07.2016 17:32:56;myData.biz
30017;Amo;Little eagle;Male;French;176000;04.07.2016 17:33:04;myData.biz
30018;Amo;Power of an eagle;Male;German;176000;04.07.2016 17:33:12;myData.biz
30019;Amold;Power of an eagle;Male;German;47;04.07.2016 17:33:22;myData.biz
30020;Amoldo;The eagle rules.;Male;Spanish;3;04.07.2016 17:33:28;myData.biz
30021;Amoll;Power of an eagle;Male;German;171;04.07.2016 17:33:38;myData.biz
30022;Amon;Faithful or roaring stream;Male;Hebrew;18000;04.07.2016 17:33:45;myData.biz
30023;Amor;Love;Female;Spanish;182000;04.07.2016 17:33:54;myData.biz
30024;Amora;Love;Female;Spanish;10000;04.07.2016 17:34:01;myData.biz
30025;Amorica;Ancient name for Britain;Female;English;45;04.07.2016 17:34:10;myData.biz
30026;Amory;Brave: powerful. See also Emory.;Male;English;4000;04.07.2016 17:34:17;myData.biz
30027;Amory;divine;Male;German;4000;04.07.2016 17:34:23;myData.biz
30028;Amory;Divine: Brave: powerful. See also Emory.;Male;German;4000;04.07.2016 17:34:31;myData.biz
30029;Amos;Brave;Male;Hebrew;62000;04.07.2016 17:34:41;myData.biz
30030;Amot;Power of an eagle;Male;German;851;04.07.2016 17:34:48;myData.biz
30031;Amott;Power of an eagle;Male;German;408;04.07.2016 17:34:58;myData.biz
30032;Amou;Eagle wolf;Male;French;865;04.07.2016 17:35:06;myData.biz
30033;Amoux;Eagle wolf;Male;French;40;04.07.2016 17:35:15;myData.biz
30034;Amoxtli;"unisexual name meaning &quot;book.&quot;";Female;Nahuatl;32;04.07.2016 17:35:22;myData.biz
30035;Amoxtli;"unisexual name meaning &quot;book.&quot;";Male;Nahuatl;32;04.07.2016 17:35:27;myData.biz
30036;Amphiaraus;myth name (one of the attackers of Thebes);Male;Greek;4;04.07.2016 17:35:36;myData.biz
30037;Amphion;myth name (son of Zeus);Male;Greek;707;04.07.2016 17:35:46;myData.biz
30038;Amphitrite;myth name (a sea goddess);Female;Greek;400;04.07.2016 17:35:54;myData.biz
30039;Amphitryon;myth name (husband of Alcmene);Male;Greek;191;04.07.2016 17:36:04;myData.biz
30040;Ampyx;myth name (father of Mopsus);Male;Greek;77;04.07.2016 17:36:11;myData.biz
30041;Amr;"old Arabic name; meaning unknown";Male;Arabic;96000;04.07.2016 17:36:17;myData.biz
30042;Amr;Son of Arthur;Male;Arthurian Legend;96000;04.07.2016 17:36:23;myData.biz
30043;Amr;son of Arthur (ninth century);Male;Arthurian;96000;04.07.2016 17:36:31;myData.biz
30044;Amram;Rising nation;Male;Hebrew;2000;04.07.2016 17:36:40;myData.biz
30045;Amrita;meaning unknown;Female;Indian;29000;04.07.2016 17:36:49;myData.biz
30046;Amsden;From Ambrose's valley;Male;English;886;04.07.2016 17:36:58;myData.biz
30047;Amsu;myth name (personification of reproduction);Male;Egyptian;356;04.07.2016 17:37:04;myData.biz
30048;Amtullah;female servant of Allah;Female;Arabic;34;04.07.2016 17:37:14;myData.biz
30049;Amun;myth name (god of mystery);Male;Egyptian;2000;04.07.2016 17:37:22;myData.biz
30050;Amunet;myth name (goddess of mystery);Female;Egyptian;222;04.07.2016 17:37:30;myData.biz
30051;Amwolf;Eagle wolf;Male;German;28;04.07.2016 17:37:39;myData.biz
30052;Amy;Beloved.;Female;English;733000;04.07.2016 17:37:44;myData.biz
30053;Amy;Dearly loved: Beloved.;Female;French;733000;04.07.2016 17:37:51;myData.biz
30054;Amya;Unknown;Female;Unknown;2000;04.07.2016 17:38:01;myData.biz
30055;Amycus;myth name (son of Poseidon);Male;Greek;43;04.07.2016 17:38:10;myData.biz
30056;Amymone;myth name (murdered her husband);Female;Greek;16;04.07.2016 17:38:18;myData.biz
30057;An;peace;Female;Chinese;2000000;04.07.2016 17:38:24;myData.biz
30058;An;peace;Female;Vietnamese;2000000;04.07.2016 17:38:33;myData.biz
30059;An;peace, peacefulness;Male;Vietnamese;2000000;04.07.2016 17:38:39;myData.biz
30060;Ana;Grace;Female;Hebrew;2000000;04.07.2016 17:38:51;myData.biz
30061;Ana;grace;Female;Romanian;2000000;04.07.2016 17:38:55;myData.biz
30062;Ana;Grace: favor. Variant of Anna. Often used in blended names like Analee and Anarosa.;Female;Spanish;2000000;04.07.2016 17:39:03;myData.biz
30063;Anaba;"Navajo name meaning &quot;returns from war.&quot; ANEVAY";Female;Native;917;04.07.2016 17:39:13;myData.biz
30064;Anabella;Grace and Beauty. Variant of Annabelle.;Female;Unknown;11000;04.07.2016 17:39:21;myData.biz
30065;Anabelle;Beautiful.;Female;Unknown;6000;04.07.2016 17:39:28;myData.biz
30066;Anacelia;Unknown;Female;Spanish;477;04.07.2016 17:39:39;myData.biz
30067;Anahid;Armenian form of Diana (moon goddess);Female;Armenian;1000;04.07.2016 17:39:45;myData.biz
30068;Anahita;myth name (goddess of the waters);Female;Indian;4000;04.07.2016 17:39:53;myData.biz
